"miRNAs"	"n_geneset"	"hyper_pval"	"OR"	"rFDRc_q"
"dme-miR-303-5p"	2	0.608594164018971	0.993261012491782	0.844964968193821
"dme-miR-9382-5p"	1	0.612861948275822	1.07727078891258	0.846160644729712
"dme-miR-305-3p"	1	0.612861948275822	1.07727078891258	0.846160644729712
"dme-miR-9b-5p"	2	0.614113151791645	0.982747395833333	0.846864283623286
"dme-miR-4954-3p"	1	0.616033819360264	1.06782241014799	0.848030963397505
"dme-miR-2499-5p"	1	0.616033819360264	1.06782241014799	0.848030963397505
"dme-miR-996-5p"	1	0.619180694546171	1.05853249475891	0.848717625620348
"dme-miR-315-5p"	5	0.619727951169981	0.948756976154236	0.849325477312476
"dme-miR-969-5p"	1	0.621524561230846	1.05166666666667	0.849928463855422
"dme-miR-4979-3p"	2	0.629271066430647	0.954372623574145	0.850526643426295
"dme-miR-959-5p"	1	0.631521998961892	1.02288032454361	0.851120073278316
"dme-miR-281-1-5p"	1	0.633792774253811	1.01645161290323	0.851708809759081
"dme-miR-981-5p"	2	0.634579097189348	0.944601381042059	0.852292908328405
"dme-miR-2495-5p"	1	0.63529914261796	1.01220883534137	0.852872423575729
"dme-miR-2498-3p"	1	0.636050090770471	1.0101002004008	0.853447409237132
"dme-miR-9373-3p"	1	0.636799552006567	1.008	0.854017918211941
"dme-miR-9385-5p"	1	0.637547529177768	1.00590818363273	0.854584002578952
"dme-miR-318-5p"	1	0.642742051373308	0.991496062992126	0.855145713612283
"dme-miR-375-5p"	1	0.647137457593319	0.979455252918288	0.855703101796852
"dme-miR-999-5p"	1	0.651480841637175	0.967692307692308	0.856256216843501
"dme-miR-9c-3p"	2	0.652720324953296	0.911804922515953	0.856805107703782
"dme-miR-4962-5p"	1	0.65291717823231	0.963831417624521	0.85734982258439
"dme-miR-4973-3p"	1	0.655772794880786	0.956197718631179	0.857890408961286
"dme-miR-263a-5p"	1	0.657192118156084	0.952424242424242	0.858426913593482
"dme-miR-124-3p"	1	0.657899667958254	0.95054820415879	0.859424687301251
"dme-miR-2a-2-5p"	1	0.657899667958254	0.95054820415879	0.859424687301251
"dme-miR-2b-1-5p"	2	0.658281797272392	0.901925391095066	0.860012394138856
"dme-bantam-5p"	2	0.669204602901895	0.882743362831858	0.860533025509072
"dme-miR-927-3p"	1	0.681138055244923	0.890728241563055	0.861049798636927
"dme-miR-1003-5p"	1	0.691541182518674	0.865008635578584	0.861562756252563
"dme-miR-4984-5p"	1	0.695989209317426	0.85419795221843	0.862071940457456
"dme-miR-1006-3p"	3	0.697120718850063	0.841519513280902	0.86257739273594
"dme-miR-963-3p"	1	0.697876567959734	0.849643463497453	0.863079153966471
"dme-miR-4918-5p"	1	0.703471287163768	0.836254180602007	0.863577264432648
"dme-miR-10-3p"	3	0.704074194382741	0.831668625146886	0.864071763833992
"dme-miR-4972-3p"	2	0.709815482063896	0.813681183237469	0.8645626912965
"dme-miR-991-5p"	1	0.710174068950933	0.820426929392447	0.865050085382957
"dme-miR-286-5p"	1	0.710776136240698	0.819016393442623	0.86553398410304
"dme-miR-137-5p"	1	0.7155495708927	0.80789644012945	0.866014424923195
"dme-miR-4956-3p"	1	0.716731040305391	0.805161290322581	0.866491444776309
"dme-miR-6-1-5p"	1	0.717907790458351	0.802443729903537	0.866965080071174
"dme-miR-5-5p"	1	0.723145248959417	0.790427892234548	0.867435366701752
"dme-miR-4-3p"	2	0.726284190615708	0.786520584329349	0.867902340056239
"dme-miR-929-5p"	2	0.726707366308526	0.785828025477707	0.868366035025945
"dme-miR-9374-5p"	1	0.72715405611986	0.781316614420063	0.868826486013986
"dme-miR-2500-5p"	1	0.727722166526859	0.780031298904538	0.869283726943788
"dme-miR-9379-5p"	1	0.729419681476903	0.776199376947041	0.869737791267421
"dme-miR-971-5p"	1	0.731667211620407	0.771145510835913	0.87018871197376
"dme-miR-9371-5p"	1	0.738302613399459	0.756352583586626	0.871028118645882
"dme-miR-87-3p"	1	0.738302613399459	0.756352583586626	0.871028118645882
"dme-miR-4963-3p"	2	0.743211445293727	0.759002057613169	0.871522935496399
"dme-miR-1010-5p"	1	0.743711326075464	0.744431137724551	0.871961602634532
"dme-miR-315-3p"	2	0.744015176242714	0.757704160246533	0.872397284425716
"dme-miR-994-5p"	1	0.755234730487406	0.719420289855072	0.872830011241785
"dme-miR-962-5p"	1	0.756766964474393	0.716132756132756	0.873259813043976
"dme-miR-3645-5p"	1	0.758289973344954	0.712873563218391	0.873686719389845
"dme-miR-312-3p"	2	0.758521611488092	0.734394506866417	0.874110759440038
"dme-miR-2490-3p"	1	0.766748662738359	0.69492286115007	0.874531961964939
"dme-miR-3642-5p"	1	0.767724883614882	0.692867132867133	0.874950355351171
"dme-miR-1-3p"	1	0.768697175235807	0.690822873082287	0.875365967607973
"dme-miR-3644-5p"	1	0.769181852349949	0.689805013927577	0.876139970724647
"dme-miR-11-5p"	1	0.769181852349949	0.689805013927577	0.876139970724647
"dme-miR-4914-5p"	1	0.77302426906522	0.681763085399449	0.876596392163887
"dme-miR-iab-4-3p"	1	0.780986238487035	0.665248990578735	0.877001152663934
"dme-miR-iab-4-5p"	1	0.790451292306763	0.64586387434555	0.877403266634523
"dme-miR-4915-5p"	1	0.79308252979022	0.64051948051948	0.877802759947627
"dme-miR-4987-5p"	1	0.795681983020145	0.635257731958763	0.878199658139092
"dme-miR-190-5p"	1	0.796112161047192	0.634388674388674	0.878593986414071
"dme-miR-iab-8-3p"	1	0.805358698539875	0.615819774718398	0.878985769652365
"dme-miR-219-5p"	1	0.812226207255776	0.602156862745098	0.87937503241365
"dme-miR-973-5p"	1	0.818860412239732	0.589051620648259	0.879761798942617
"dme-miR-314-3p"	1	0.823407061076773	0.580118343195266	0.880146093173999
"dme-miR-987-3p"	1	0.83639811629176	0.55477866061294	0.880527938737511
"dme-miR-3641-3p"	1	0.84454287294438	0.539005524861878	0.880907358962693
"dme-miR-2494-5p"	1	0.847170077479675	0.533932092004381	0.881284376883665
"dme-miR-932-5p"	1	0.849112409481382	0.530184983677911	0.881659015243781
"dme-miR-976-5p"	1	0.852296995173778	0.524047362755651	0.882031296500208
"dme-miR-304-3p"	1	0.889446357634391	0.452481203007519	0.882401242828414
"dme-miR-1006-5p"	1	0.89548468258353	0.440733944954128	0.882768876126568
"dme-miR-2b-2-5p"	1	0.898603414179657	0.43463768115942	0.88313421801986
"dme-miR-79-3p"	1	0.899041575656712	0.43377938517179	0.883497289864747
"dme-miR-9a-3p"	1	0.899259973125609	0.433351400180668	0.883858112753111
"dme-miR-9372-5p"	1	0.912901767640391	0.40633730834753	0.88421670751634
"dme-miR-305-5p"	1	0.913091254211046	0.405957446808511	0.884573094729345
"dme-miR-4967-3p"	2	0.926421603308582	0.456561160567095	0.884927294714488
"dme-miR-927-5p"	1	0.928457659425172	0.374556962025316	0.88527932754545
"dme-miR-1011-3p"	1	0.9331684824139	0.364633204633205	0.885629213051018
"dme-miR-310-3p"	1	0.935339409176805	0.36	0.885976970818815
"dme-miR-2489-3p"	2	0.936195303399486	0.437003495392437	0.88632262019895
"dme-miR-92b-3p"	1	0.937442443701222	0.355471698113208	0.886666180307608
"dme-miR-92a-3p"	1	0.937717829011952	0.354875659382065	0.887007670030575
"dme-miR-311-3p"	1	0.937992048476882	0.354281414597442	0.887347108026701
"dme-miR-313-3p"	1	0.938537008793288	0.353098274568642	0.887684512731294
"dme-miR-4966-5p"	1	0.958351188966653	0.307480106100796	0.88801990235946
